"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","42","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","949","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","155","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","23","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","13","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","58","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","13","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","19","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","104","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","7","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","13","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/WireframeMaterial.WireframeMaterial","0","0","645","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","31","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","0","13","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","78","2","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","149","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","9","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","0","7","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","0","15","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","15","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","36","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","0","13","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","23","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","23","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","13","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_2DTransform.M_2DTransform","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_ActorFeaturette.M_ActorFeaturette","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_Alarm.M_Alarm","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_Alcohol.M_Alcohol","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_AnamorphicLensFlares.M_AnamorphicLensFlares","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_AsciiHLSL.M_AsciiHLSL","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_BleachBypass.M_BleachBypass","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_BlurHLSL.M_BlurHLSL","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_CameraShake.M_CameraShake","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_ChannelClamper.M_ChannelClamper","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_ChannelSwapper.M_ChannelSwapper","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_Circles.M_Circles","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_ColoredAO.M_ColoredAO","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_ColorIndexer.M_ColorIndexer","0","0","7","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_ColorizeHLSL.M_ColorizeHLSL","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_ComicEdgeHLSL.M_ComicEdgeHLSL","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_CustomDepthHighlighter.M_CustomDepthHighlighter","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_CustomDepthHighlighterClip.M_CustomDepthHighlighterClip","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_CyberScan.M_CyberScan","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_Digitize.M_Digitize","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_DiscoBall.M_DiscoBall","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_DistanceDistortion.M_DistanceDistortion","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_DistanceFog.M_DistanceFog","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_Dither.M_Dither","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_Drawing.M_Drawing","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_Drug.M_Drug","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_EdgeDetect3x3HLSL.M_EdgeDetect3x3HLSL","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_Editor_ChameleonIcon.M_Editor_ChameleonIcon","0","0","28","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_Emboss3x3HLSL.M_Emboss3x3HLSL","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_Frost.M_Frost","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_GlitchHLSL.M_GlitchHLSL","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_GradientFog.M_GradientFog","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_GridCell.M_GridCell","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_HardEmbossHLSL.M_HardEmbossHLSL","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_Haunted.M_Haunted","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_HazyLights.M_HazyLights","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_HUEPanner.M_HUEPanner","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_Infected.M_Infected","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_Invert.M_Invert","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_Iridescent.M_Iridescent","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_Kaleidescope.M_Kaleidescope","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_Kuwahara.M_Kuwahara","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_LensDistortion.M_LensDistortion","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_Letterboxing.M_Letterboxing","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_MagicTransitions.M_MagicTransitions","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_MeltedWorld.M_MeltedWorld","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_Mojo.M_Mojo","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_MonitorEffects.M_MonitorEffects","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_MonochromeHLSL.M_MonochromeHLSL","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_MosaicTile.M_MosaicTile","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_Neon.M_Neon","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_PixelDissolve.M_PixelDissolve","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_Pulse.M_Pulse","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_Pyramid.M_Pyramid","0","0","9","1","0.000000","0","0"
